,location,tweet,covid
976,"Lincoln, NE",I actually agree with him. Nebraska fans are an absolute embarrassment. Crying about not being able,1
977,"Lincoln, NE","Looking forward to having the Unbeatable K - Pandemic Drive-Thru Edition out here TODAY, -7:30pm. Sure, you're",1
978,"Lincoln, NE","I keep seeing ""pandemic recovery"" headlines and I'm like dude, we're not in recovery. The virus in Nebraska is TW",1
979,"Lincoln, NE","How has affected companies and what are their plans to reopen and re-engage their workforce? In this post,",1
980,"Lincoln, NE","how about addressing the pandemic, Pete?",1
981,"Lincoln, NE","If you are still looking for a pandemic hobby and baking, knitting, or learning a foreign language aren't sticking",1
982,"Lincoln, NE","""This is the hardest point in this pandemic right now -- the next two months,"" Dr. Scott Gottlieb",1
983,"Lincoln, NE","For four years the daily division brought by the highest office in the land has poisoned us. For the last months,",1
984,"Lincoln, NE",We had no problems with the big ten for years. Its not fair to judge our position with the con,1
985,"Lincoln, Nebraska",Click here to learn more about what to expect from UNL this upcoming winter season.,1
986,"Lincoln, Nebraska","That [failure to collect the signatures] would be the best possible outcome for the ill-conceived, near frivolous,",1
987,"Lincoln, NE",Who needs PPE? The White House just announced this as one the administration's science an,1
988,"Lincoln, Nebraska","Today, with the help of volunteers, I'm sowing ft of meadow -- some + species -- at the University of Nebra",1
989,Lincoln,"Really sucks that it is been cancelled, but realistically I was already under the assumption it was going to be can",1
990,"Lincoln, NE","During the pandemic, a lot of families are struggling and it was important for him to find a cause everybody could",1
991,"Lincoln, NE",Since Trump likes math:High Speed Winds + Bad Weather = Hospitalizations Out of Control During Pandemic,1
992,"Lincoln, NE",But pandemic is tOtAlLy uNdEr cOnTrOl right???,1
993,"Lincoln, NE","I live in Lincoln, which is about miles from Omaha, and I know we will see a spike in COVID-19 cases ar",1
994,"Lincoln, NE",More people have died in Nebraska in the past days than any other day period during the pandemic so far.,1
995,"Lincoln, NE",Trump has made about every mistake possible fighting this pandemic and if we dont fight that firs,1
996,"Lincoln, NE",Is anyone also cycling through the same things they were doing at the beginning of the pandemic? Im about to break out The Sims again.,1
997,"Lincoln, NE","me after watching my nd rom com of the night, during a relentless pandemic less than a week until the election",1
998,"Lincoln, Nebraska",Coronavirus testing czar: Nobodys waving the white flag to pandemic via,1
999,"lincoln, ne",It's the rule *change* that people are really mad about. Not necessarily the rule its,1
1000,"lincoln, ne","Well, the board said there could be an extra week because of the pandemic and the fac",1
1001,Lincoln,I've had a sourdough started since and I didn't gloat about it ONCE during the pandemic. Where's my medal?,1
1002,"Lincoln, NE",Super arrogance and entitlement. Letting Chatt play,1
1003,"Lincoln, NE",Veterans Crisis Line remarkably successful at handling increase in calls at start of pandemic,1
1004,"Lincoln, NE",Okay. So what if the politician kept me working??? Or maybe i am in a industry that never,1
1005,"Lincoln, NE",This is coming from someone who generally digs their events and has participated in M2M for a decade (and,1
1006,"Lincoln, NE","I understand, I personally am pretty careful, don't go out much, etc. Just empathiz",1
1007,"Lincoln, NE",Perhaps doctors know more about the treatment of a global pandemic,1
1008,"Lincoln, NE","The new cases raised the pandemic total to , while the death toll remained at .",1
1009,"Lincoln, NE","You can successfully fundraise during a pandemic.Get tips from Aware3's CEO Tony Caudill, who helps + church",1
1010,"Lincoln, NE","President Donald Trump's son-in-law and senior adviser, Jared Kushner, boasted in mid-April about how the president",1
1011,"Lincoln, NE",Right!! the pandemic will read the schedule!! Figure out it's a non-conference game! Then the covi,1
1012,"Lincoln, NE","So...for covid/pandemic, Wisconsin can decide to not play for no consequence because they will ne",1
1013,"Lincoln, NE","Nebraska is poised to do well post-pandemic, says Pres Bryan Slone. At %, NE had the highest % o",1
1014,"Lincoln, America",Youre getting roasted today. Ive defended you in the past. Not now. Taking the pandemic too seriously,1
1015,"Lincoln, NE",The pandemic has ruined travel in . Now retirees are planning epic vacations to make up for lost time. Here are,1
1016,"Lincoln, NE",I like Pandemic Pam. I wish I were close enough to text back in the affirmative.,1
1017,"Lincoln, NE",Raise your hand if you only leave the house if a paycheck is involved. Pandemic or not.,1
1018,"Lincoln, NE","Yes, we're in a pandemic. Yes, it's extremely serious. Yes, we're fortunate to have any spo",1
1019,"Lincoln, NE",Believing that we should have stricter regulations during a pandemic.,1
1020,"Lincoln, NE",One reason that I hate the pandemic is because were utilizing Hy-Vee Aisles. I use to sp,1
1021,"Lincoln, NE",UNHS student Jessie Lamp was recently featured in an article from ! Read more about her familys decis,1
1022,"Lincoln, NE",Work with the most frustrating landlord in the world continues. Why sign a document at home when you can go on vaca,1
1023,"Lincoln, NE","I understand some of the nuance of isolation on people, the harm, and suicidal ideation. I've dealt w",1
1024,"Lincoln, NE","Still, the % increase doesn't offset the prior quarter's decline. Experts have said a full recovery may take year",1
1025,"Lincoln, America","Everybody wants to blame Warren &amp; Council of Presidents &amp; Chancellors. Sure, they made a few misstep",1
1026,"Lincoln, America","No, I didnt think should play at all. Anyone w a brain &amp; following the pa",1
1027,Lincoln,Glad to see you're focussing on the pandemic and Brexit.,1
1028,Lincoln,"Have you considered the possibility that try to play during a pandemic is not a good idea, especially",1
1029,Lincoln,Perfect advice from Richard about the pandemic Be mindful about people with learning disabilities,1
1030,"Lincoln, Nebraska",What difference does a pandemic make when the B1G already has started play?Unless,1
1031,"Lincoln, NE","I believe the title should read, The Trump Administrations Pandemic Failure",1
1032,"Lincoln, NE",This pandemic isnt going to end until theres a vaccine.,1
1033,"Lincoln, NE","Just put a Walmart sign on the polling locations. They will all be packed in no time, pandemic or not.",1
1034,"Lincoln, America",No. Its not hard to understand. The US is in the midst of a pandemic. Sipple is thick as a brick.,1
1035,"Lincoln, Nebraska","""We should be grateful that businesses, non-profits, schools, hospitals &amp; others stepped forward immediately to add",1
1036,"Lincoln, NE","Im sorry your walmart didnt open back up, that is really shitty. Se",1
1037,"Lincoln, NE",Get out those pencils (or computers)! Students can share how they navigated life during the coronavirus pandemic in,1
1038,"Lincoln, NE","To be clear, this is actually just a win for people who wish to exercise their right to vote with a reasonable leve",1
1039,"Lincoln, NE","people who only care about the pandemic when it fits their political agenda sorry saweetie, Halloween is also optional",1
1040,"Lincoln, NE",Iowa voters won't be able to cast their ballot at any of those polling places this Election Day because of hundreds,1
1041,"Lincoln, NE",I think my most on-brand moment of the summer was the time that my friends FaceTimed me from one of my best friend,1
1042,Lincoln,The second number is % positive by person. What's that mean? A person is counted only once over the course of the,1
1043,Lincoln,Sure you are correct that more deaths will follow the increase in cases in Sweden an,1
1044,"Lincoln, NE","Eric Thompson, director of the Bureau of Business Research at the , said Current Employment Statistics da",1
1045,"Lincoln, NE",He disassembled a sector whose job it was to respond to pandemi,1
1046,Lincoln,"Lock-downs &amp; other Government-imposed Covid curbs contain all the ingredients of totalitarianism,new la",1
1047,Lincoln,"SAGE minutes, public statements of Whitty/Valance/Johnson in early Ma",1
1048,"Lincoln, NE","Supposedly were getting new IV pumps soon. Of course, tha",1
1049,"Lincoln, NE","Spooktober Day :The Invisible Man was a part of Universals Dark Universe but when that failed, the movie becam",1
1050,"Lincoln, NE",Risks do not include ignorantly ignoring safety precautions during a pandemic. You ca,1
1051,"Lincoln, NE",We cant get the economy going tell we can fight this pandemic we cant fight this pan,1
1052,"Lincoln, NE",Many downtown Lincoln projects still moving forward despite pandemic via,1
1053,"Lincoln, NE","Also I spent *another* day talking with bars and restaurants struggling during this pandemic. Yes, were all goin",1
1054,"Lincoln, Nebraska","People seem to think theres something about culture or geography that determines a places pandemic response, but",1
1055,"Lincoln, NE","Look for the pattern. ""An effort to recall Mayor John Cooper launched Monday, when a group signaled it would begin",1
1056,"Lincoln, NE","These ""grassroots"" efforts to recall ""authoritarian"" mayors across the country who are trying to keep their communi",1
1057,"Lincoln, NE",If you are more angry at a photo and a Twitter poll then you are at an entire football program not hav,1
1058,"Lincoln, NE USA","Given how bad Nebraska has been boat raced by Wisconsin in the past, trolling them over precautions in a pandemic f",1
1059,"Lincoln, NE",Nebraska fans really don't give a shit about anything other than football. It's been excruciatingly clear throughou,1
1060,"Lincoln, NE","The election is fast approaching and months into the pandemic, cases are skyrocketing. But, what effect does that",1
1061,Lincoln Nebraska,What are you talking about? Are seriously telling everyone publicly on Twitter that the,1
1062,"Lincoln, NE",It was insane that they thought it would be a good idea in the first plac,1
1063,"Lincoln, NE",We're depending on personal responsibility to suppress this pandemic.,1
1064,Land of Lincoln,"RBG's quote seems a bit out of context. She made that statement before she died, clearly",1
1065,"Lincoln, NE",The coronavirus pandemic has devastated the US jobs market. Some people filed for benefits last week rou,1
1066,"Lincoln, NE","...to authorize the change. So you require that my elderly high-risk father come to the store, in a pandemic, to au",1
1067,Lincoln,"Something akin to Sweden, I imagine. Which is itself akin to policies used in ,",1
1068,"Lincoln, NE","No its vote for... Massive tax cuts for the top %. Inaction on LGBTQ+ issues, promoting the degradation and name",1
1069,"Lincoln, NE","To those student-athletes losing games, playoff appearances, and championships due to this pandemic...Your hard w",1
1070,"Lincoln, NE","Could the try to play someone Saturday? : ""I don't profess to know where this matter is h",1
1071,"Lincoln, NE",Recall efforts such as Lincoln's have sprung up across the country in response to the pandemic. Circulators are see,1
1072,"Lincoln, NE",Hmm thats tough. Its almost like Biden supporters believe theres a pandemic,1
